epoch,acc,loss,lr,val_acc,val_loss
0,0.7548885618479839,0.4811519209477233,0.001,0.7980049878284521,0.46460495907766863
1,0.8178616486163928,0.37289020869351414,0.001,0.7855361600469175,0.4445602483582913
2,0.8365813941741908,0.3466034298052825,0.001,0.8254364092748361,0.36369786149545796
3,0.8539739277737044,0.32666068388927727,0.001,0.8254364092748361,0.37895180088028946
4,0.8596509672024603,0.313689335301061,0.001,0.8354114716189758,0.34622305155989536
5,0.870006307947024,0.30038180904301576,0.001,0.8478802994005104,0.33361794270036227
6,0.8722666106848681,0.29396571827264417,0.001,0.8553615963072551,0.31339064574895653
7,0.8793927615396602,0.28232392320088395,0.001,0.8653366585027548,0.3194217640079762
8,0.884146341472814,0.2727015021420025,0.001,0.8453865339631155,0.4186794175545771
9,0.8878784694867891,0.269207600518259,0.001,0.8553615963072551,0.3324052891380472
10,0.9024390244247084,0.23823018465935245,0.000100000005,0.8753117208468943,0.2675746845039644
11,0.9076009876288341,0.2260130998570046,0.000100000005,0.8653366585027548,0.2627390769131463
12,0.9029509231215379,0.2298620769965781,0.000100000005,0.8728179552608595,0.2622739894320245
13,0.9086942809521902,0.22024616022802626,0.000100000005,0.8603491273306849,0.26836361308719153
14,0.9108578033129658,0.21646437456253767,0.000100000005,0.8678304240887896,0.2640760628659826
15,0.912689234694831,0.2101133573280226,0.000100000005,0.8628428929167198,0.2828484082088209
16,0.9149495375673995,0.20606292617100755,1.0000001e-05,0.8653366585027548,0.2641253754347934
17,0.9146341463414634,0.2088630821436794,1.0000001e-05,0.8628428929167198,0.2638827871874978
18,0.9165790581322197,0.20129144463501714,1.0000001e-06,0.8628428929167198,0.2643102662187265
19,0.9151652045671245,0.21100581878036073,1.0000001e-06,0.8653366585027548,0.262163270757234
20,0.9140033641433746,0.20821224415128076,1.0000001e-06,0.8628428929167198,0.2654219447934717
21,0.9167367537028905,0.20596216366954517,1.0000001e-06,0.8653366585027548,0.2646938866362013
22,0.9183662743585715,0.20472324433085595,1.0000001e-06,0.8653366585027548,0.2638519529504074
23,0.9158431455568169,0.2044955951567423,1.0000001e-07,0.8678304240887896,0.26408414289987
24,0.9153700589199995,0.2040015405351006,1.0000001e-07,0.8628428929167198,0.2637122230339526
25,0.9168461417052252,0.20349585679581594,1.0000001e-08,0.8653366585027548,0.26311887847143517
26,0.9136354080812584,0.20679189851648536,1.0000001e-08,0.8653366585027548,0.26269805030037935
27,0.9147392766968456,0.2074377186572112,1.0000001e-09,0.8653366585027548,0.26311350520932464
28,0.9136879731680888,0.21014079665122876,1.0000001e-09,0.8653366585027548,0.2644932886348698
29,0.9156904974585917,0.20556634634478024,1.0000001e-10,0.8653366585027548,0.2628723241927618
30,0.9156277945194532,0.20434671848519353,1.0000001e-10,0.8628428929167198,0.26437667346654686
31,0.9139045017566001,0.20843777471979438,1.0000001e-11,0.8653366585027548,0.2630266222053038
32,0.9127417999007202,0.20864812961973006,1.0000001e-11,0.8653366585027548,0.26379252143408594
33,0.9145815812201686,0.2093672898658328,1.0000001e-12,0.8628428929167198,0.2640865171825202
34,0.9136354080248621,0.20696025119394948,1.0000001e-12,0.8653366585027548,0.26404809477992186
35,0.9174726661279033,0.20260945257270213,1.0000001e-13,0.8603491273306849,0.26352089911030413
36,0.912276094135269,0.2092613169080308,1.0000001e-13,0.8628428929167198,0.2630794570593168
37,0.912794365169272,0.2073069594704912,1.00000015e-14,0.8628428929167198,0.2642977874623867
38,0.9169995795224172,0.20152096079072632,1.00000015e-14,0.8653366585027548,0.2642183053931988
39,0.9165264928323367,0.2063167971185635,1.0000001e-15,0.8628428929167198,0.26348795041330436
